AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
"Congo, Dem. Rep.",Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Rep.",Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Rep.",Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Costa Rica,Male,15 years old and over,Total,Total,Total,2017,24.74126786,A,Normal value
Costa Rica,Female,15 years old and over,Total,Total,Total,2017,16.91413359,A,Normal value
Cote d'Ivoire,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Cote d'Ivoire,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Croatia,Male,15 years old and over,Total,Total,Total,2017,48.58460299,A,Normal value
Croatia,Female,15 years old and over,Total,Total,Total,2017,42.17351855,A,Normal value
Cyprus,Male,15 years old and over,Total,Total,Total,2017,29.91269589,A,Normal value
Cyprus,Female,15 years old and over,Total,Total,Total,2017,28.24436495,A,Normal value
Czechia,Male,15 years old and over,Total,Total,Total,2017,59.61898386,A,Normal value
Czechia,Female,15 years old and over,Total,Total,Total,2017,53.81923457,A,Normal value
Denmark,Male,15 years old and over,Total,Total,Total,2017,84.01767827,A,Normal value
Denmark,Female,15 years old and over,Total,Total,Total,2017,79.13676268,A,Normal value
Dominican Republic,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Dominican Republic,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Ecuador,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Ecuador,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Egypt, Arab Rep.",Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Egypt, Arab Rep.",Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
El Salvador,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
El Salvador,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Estonia,Male,15 years old and over,Total,Total,Total,2017,71.12379623,A,Normal value
Estonia,Female,15 years old and over,Total,Total,Total,2017,72.31744649,A,Normal value
Ethiopia,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Ethiopia,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Finland,Male,15 years old and over,Total,Total,Total,2017,87.10775312,A,Normal value
Finland,Female,15 years old and over,Total,Total,Total,2017,84.74227332,A,Normal value
France,Male,15 years old and over,Total,Total,Total,2017,46.38706278,A,Normal value
France,Female,15 years old and over,Total,Total,Total,2017,39.25846033,A,Normal value
Gabon,Male,15 years old and over,Total,Total,Total,2017,16.75937639,A,Normal value
Gabon,Female,15 years old and over,Total,Total,Total,2017,11.7685809,A,Normal value
"Gambia, The",Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Gambia, The",Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Georgia,Male,15 years old and over,Total,Total,Total,2017,11.37825969,A,Normal value
Georgia,Female,15 years old and over,Total,Total,Total,2017,11.92626929,A,Normal value
Germany,Male,15 years old and over,Total,Total,Total,2017,59.34129522,A,Normal value
Germany,Female,15 years old and over,Total,Total,Total,2017,56.61498104,A,Normal value
Ghana,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Ghana,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Greece,Male,15 years old and over,Total,Total,Total,2017,19.06622413,A,Normal value
Greece,Female,15 years old and over,Total,Total,Total,2017,14.11950734,A,Normal value
Guatemala,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Guatemala,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Guinea,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Guinea,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Haiti,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Haiti,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Honduras,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Honduras,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Hong Kong SAR, China",Male,15 years old and over,Total,Total,Total,2017,53.18867298,A,Normal value
"Hong Kong SAR, China",Female,15 years old and over,Total,Total,Total,2017,38.60643062,A,Normal value
Hungary,Male,15 years old and over,Total,Total,Total,2017,33.95017118,A,Normal value
Hungary,Female,15 years old and over,Total,Total,Total,2017,25.87980798,A,Normal value
India,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
India,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Indonesia,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Indonesia,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Iran, Islamic Rep.",Male,15 years old and over,Total,Total,Total,2017,45.24880948,A,Normal value
"Iran, Islamic Rep.",Female,15 years old and over,Total,Total,Total,2017,34.74307686,A,Normal value
Iraq,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Iraq,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Ireland,Male,15 years old and over,Total,Total,Total,2017,54.21948046,A,Normal value
Ireland,Female,15 years old and over,Total,Total,Total,2017,50.73263339,A,Normal value
Israel,Male,15 years old and over,Total,Total,Total,2017,40.17866316,A,Normal value
Israel,Female,15 years old and over,Total,Total,Total,2017,35.16518547,A,Normal value
Italy,Male,15 years old and over,Total,Total,Total,2017,46.08241897,A,Normal value
Italy,Female,15 years old and over,Total,Total,Total,2017,33.47934025,A,Normal value
Japan,Male,15 years old and over,Total,Total,Total,2017,32.05690387,A,Normal value
Japan,Female,15 years old and over,Total,Total,Total,2017,16.72927067,A,Normal value
Jordan,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Jordan,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Kazakhstan,Male,15 years old and over,Total,Total,Total,2017,21.59011492,A,Normal value
Kazakhstan,Female,15 years old and over,Total,Total,Total,2017,21.20358014,A,Normal value
Kenya,Male,15 years old and over,Total,Total,Total,2017,29.85507817,A,Normal value
Kenya,Female,15 years old and over,Total,Total,Total,2017,17.83167256,A,Normal value
"Korea, Rep.",Male,15 years old and over,Total,Total,Total,2017,64.91769024,A,Normal value
"Korea, Rep.",Female,15 years old and over,Total,Total,Total,2017,63.50993404,A,Normal value
Kosovo,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Kosovo,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Kuwait,Male,15 years old and over,Total,Total,Total,2017,32.66864358,A,Normal value
Kuwait,Female,15 years old and over,Total,Total,Total,2017,32.51407727,A,Normal value
Kyrgyz Republic,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Kyrgyz Republic,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lao PDR,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lao PDR,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Latvia,Male,15 years old and over,Total,Total,Total,2017,57.04786963,A,Normal value
Latvia,Female,15 years old and over,Total,Total,Total,2017,59.10947399,A,Normal value
Lebanon,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lebanon,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lesotho,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lesotho,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Liberia,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Liberia,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Libya,Male,15 years old and over,Total,Total,Total,2017,11.44297534,A,Normal value
Libya,Female,15 years old and over,Total,Total,Total,2017,8.981719974,A,Normal value
Lithuania,Male,15 years old and over,Total,Total,Total,2017,53.74976008,A,Normal value
Lithuania,Female,15 years old and over,Total,Total,Total,2017,46.01383716,A,Normal value
Luxembourg,Male,15 years old and over,Total,Total,Total,2017,66.7609221,A,Normal value
Luxembourg,Female,15 years old and over,Total,Total,Total,2017,62.41921663,A,Normal value
Madagascar,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Madagascar,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Malawi,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Malawi,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Malaysia,Male,15 years old and over,Total,Total,Total,2017,24.78697855,A,Normal value
Malaysia,Female,15 years old and over,Total,Total,Total,2017,25.01749264,A,Normal value
Maldives,Male,15 years old and over,Total,Total,Total,2017,32.54564563,A,Normal value
Maldives,Female,15 years old and over,Total,Total,Total,2017,21.22608156,A,Normal value
Mali,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mali,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Malta,Male,15 years old and over,Total,Total,Total,2017,44.62670795,A,Normal value
Malta,Female,15 years old and over,Total,Total,Total,2017,38.34467042,A,Normal value
Mauritania,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mauritania,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mauritius,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mauritius,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mexico,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mexico,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Moldova,Male,15 years old and over,Total,Total,Total,2017,34.58672308,A,Normal value
Moldova,Female,15 years old and over,Total,Total,Total,2017,27.34848694,A,Normal value
Mongolia,Male,15 years old and over,Total,Total,Total,2017,13.32649335,A,Normal value
Mongolia,Female,15 years old and over,Total,Total,Total,2017,14.57168445,A,Normal value
Montenegro,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Montenegro,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mozambique,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Mozambique,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Myanmar,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Myanmar,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Namibia,Male,15 years old and over,Total,Total,Total,2017,14.31729293,A,Normal value
Namibia,Female,15 years old and over,Total,Total,Total,2017,9.408495522,A,Normal value
Nepal,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Nepal,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Netherlands,Male,15 years old and over,Total,Total,Total,2017,84.67952636,A,Normal value
Netherlands,Female,15 years old and over,Total,Total,Total,2017,78.22154065,A,Normal value
New Zealand,Male,15 years old and over,Total,Total,Total,2017,71.8055629,A,Normal value
New Zealand,Female,15 years old and over,Total,Total,Total,2017,75.28246125,A,Normal value
Nicaragua,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Nicaragua,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Niger,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Niger,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Nigeria,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Nigeria,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
North Macedonia,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
North Macedonia,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Norway,Male,15 years old and over,Total,Total,Total,2017,88.38090379,A,Normal value
Norway,Female,15 years old and over,Total,Total,Total,2017,87.46313081,A,Normal value
Pakistan,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Pakistan,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Panama,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Panama,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Paraguay,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Paraguay,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Peru,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Peru,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Philippines,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Philippines,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Poland,Male,15 years old and over,Total,Total,Total,2017,49.22471147,A,Normal value
Poland,Female,15 years old and over,Total,Total,Total,2017,52.88960541,A,Normal value
Portugal,Male,15 years old and over,Total,Total,Total,2017,32.95608737,A,Normal value
Portugal,Female,15 years old and over,Total,Total,Total,2017,27.66403937,A,Normal value
Romania,Male,15 years old and over,Total,Total,Total,2017,11.99551407,A,Normal value
Romania,Female,15 years old and over,Total,Total,Total,2017,11.92138287,A,Normal value
Russian Federation,Male,15 years old and over,Total,Total,Total,2017,34.03525449,A,Normal value
Russian Federation,Female,15 years old and over,Total,Total,Total,2017,35.09950231,A,Normal value
Rwanda,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Rwanda,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Saudi Arabia,Male,15 years old and over,Total,Total,Total,2017,39.24300235,A,Normal value
Saudi Arabia,Female,15 years old and over,Total,Total,Total,2017,17.2801058,A,Normal value
Senegal,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Senegal,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Serbia,Male,15 years old and over,Total,Total,Total,2017,11.37932353,A,Normal value
Serbia,Female,15 years old and over,Total,Total,Total,2017,13.10361092,A,Normal value
Sierra Leone,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Sierra Leone,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Singapore,Male,15 years old and over,Total,Total,Total,2017,50.57705903,A,Normal value
Singapore,Female,15 years old and over,Total,Total,Total,2017,48.85937993,A,Normal value
Slovak Republic,Male,15 years old and over,Total,Total,Total,2017,54.885336,A,Normal value
Slovak Republic,Female,15 years old and over,Total,Total,Total,2017,50.41279713,A,Normal value
Slovenia,Male,15 years old and over,Total,Total,Total,2017,49.44283332,A,Normal value
Slovenia,Female,15 years old and over,Total,Total,Total,2017,40.43411654,A,Normal value
South Africa,Male,15 years old and over,Total,Total,Total,2017,11.14202206,A,Normal value
